sku,fssai_id,license_type,expiry_date,coa_present,label_approved
SKU01833,FSSAI337696,Central,2026-04-06,1,1
SKU00717,FSSAI142276,None,2026-05-29,0,0
SKU00360,FSSAI569142,State,2026-06-23,1,1
SKU00113,FSSAI539589,None,2025-04-28,0,1
SKU00417,FSSAI686844,None,2025-05-16,1,1
SKU00954,FSSAI211193,State,2026-11-18,1,1
SKU00318,FSSAI107312,State,2026-05-17,1,1
SKU01133,FSSAI290904,Central,2025-06-26,0,1
SKU01667,FSSAI937045,Central,2026-08-19,0,1
SKU00292,FSSAI400727,Central,2027-01-31,1,1
SKU00351,FSSAI673602,State,2025-09-11,0,1
SKU00606,FSSAI115649,State,2027-01-30,0,1
SKU01159,FSSAI806463,None,2026-04-19,1,1
SKU01248,FSSAI857905,None,2026-01-30,1,1
SKU00439,FSSAI851113,State,2026-01-20,1,1
SKU01992,FSSAI675711,Central,2025-02-03,0,1
SKU00424,FSSAI484131,State,2025-01-10,1,1
SKU01401,FSSAI922480,None,2026-03-01,1,1
SKU00751,FSSAI468991,State,2026-07-17,0,1
SKU01626,FSSAI588135,State,2026-04-15,1,1
SKU01646,FSSAI624813,State,2026-12-01,0,0
SKU00613,FSSAI133006,None,2025-05-23,0,0
SKU00634,FSSAI115446,Central,2025-07-15,0,1
SKU01162,FSSAI277960,State,2027-04-02,1,1
SKU01980,FSSAI782970,State,2026-06-28,1,1
SKU01186,FSSAI369372,State,2025-05-22,1,1
SKU01637,FSSAI801633,State,2026-12-14,1,1
SKU01711,FSSAI407400,Central,2025-01-22,0,1
SKU01400,FSSAI303585,State,2025-07-22,1,1
SKU00345,FSSAI937185,Central,2026-02-12,1,1
SKU01344,FSSAI905340,State,2026-03-30,1,1
SKU01852,FSSAI241508,None,2026-10-26,1,1
SKU01117,FSSAI323647,State,2025-02-14,1,1
SKU01470,FSSAI514461,None,2025-06-23,1,1
SKU00564,FSSAI295268,State,2025-10-23,0,1
SKU00100,FSSAI270151,Central,2025-07-22,1,1
SKU01624,FSSAI964278,State,2025-05-28,1,1
SKU00055,FSSAI227445,State,2026-11-27,1,1
SKU01820,FSSAI509681,State,2026-11-11,1,1
SKU00961,FSSAI713501,State,2025-11-18,1,1
SKU00981,FSSAI139899,Central,2025-09-25,1,1
SKU01185,FSSAI927685,Central,2025-06-12,1,0
SKU01215,FSSAI503126,State,2026-06-03,1,1
SKU01602,FSSAI731730,Central,2026-08-17,1,1
SKU01669,FSSAI801381,State,2026-09-14,0,1
SKU01615,FSSAI900502,Central,2027-02-26,1,1
SKU00095,FSSAI501003,State,2025-07-27,1,1
SKU00611,FSSAI678275,None,2025-10-08,1,1
SKU01566,FSSAI469530,State,2025-04-10,0,1
SKU00139,FSSAI988055,State,2025-05-01,1,1
SKU01430,FSSAI578038,State,2025-05-16,1,1
SKU01593,FSSAI372191,State,2026-06-23,1,1
SKU00668,FSSAI517763,Central,2026-07-17,1,0
SKU01763,FSSAI798751,Central,2026-02-27,1,1
SKU00110,FSSAI595095,Central,2025-03-06,1,1
SKU01189,FSSAI120890,State,2025-10-29,1,1
SKU01537,FSSAI507826,None,2025-07-03,1,1
SKU00913,FSSAI939748,State,2025-10-31,1,1
SKU01614,FSSAI563978,State,2025-07-10,1,1
SKU01917,FSSAI815380,State,2025-07-03,1,1
SKU01703,FSSAI815798,State,2025-02-18,0,1
SKU00826,FSSAI473825,State,2027-05-05,0,1
SKU01120,FSSAI169513,State,2026-07-05,1,1
SKU00227,FSSAI558155,Central,2027-04-19,0,1
SKU00884,FSSAI749848,State,2027-06-11,1,1
SKU00368,FSSAI823615,State,2025-09-06,1,0
SKU01567,FSSAI224145,Central,2026-01-06,0,1
SKU01072,FSSAI357853,Central,2025-08-25,0,1
SKU00103,FSSAI706144,Central,2025-06-16,1,1
SKU01498,FSSAI990979,State,2026-10-22,0,1
SKU01991,FSSAI482391,State,2026-12-01,1,1
SKU00504,FSSAI830838,Central,2025-07-08,1,1
SKU00682,FSSAI884930,State,2026-01-28,1,0
SKU01291,FSSAI248937,State,2026-10-25,1,1
SKU01399,FSSAI193787,None,2026-03-01,1,0
SKU00346,FSSAI437488,Central,2026-11-12,1,1
SKU00865,FSSAI157586,Central,2026-01-19,1,1
SKU01409,FSSAI871542,State,2027-05-12,1,1
SKU01861,FSSAI221047,State,2025-08-20,1,1
SKU01854,FSSAI979471,State,2025-06-29,1,1
SKU01894,FSSAI526321,State,2025-12-30,1,0
SKU01441,FSSAI412676,State,2026-11-13,1,0
SKU00115,FSSAI963451,None,2026-05-16,0,1
SKU01549,FSSAI252244,None,2025-05-09,1,1
SKU00982,FSSAI507261,State,2025-08-04,1,1
SKU01747,FSSAI176231,Central,2026-10-19,1,1
SKU01521,FSSAI104626,State,2027-04-24,1,1
SKU01668,FSSAI603675,State,2026-03-30,0,1
SKU00986,FSSAI110114,State,2027-03-11,1,1
SKU00867,FSSAI328155,State,2026-01-26,1,1
SKU01506,FSSAI307224,None,2026-02-05,0,1
SKU00204,FSSAI481659,State,2026-08-09,1,1
SKU00122,FSSAI148675,None,2027-04-11,0,1
SKU00434,FSSAI952880,State,2026-01-05,1,0
SKU01650,FSSAI780292,State,2026-11-02,1,1
SKU00399,FSSAI648071,None,2026-10-20,1,1
SKU01904,FSSAI904093,None,2027-03-06,1,1
SKU01636,FSSAI370561,State,2025-07-10,1,1
SKU00972,FSSAI919745,State,2026-05-16,1,1
SKU00081,FSSAI264144,None,2025-05-08,1,1
SKU01997,FSSAI395771,State,2027-02-20,0,0
SKU01213,FSSAI989753,Central,2025-08-11,1,1
SKU01286,FSSAI322173,Central,2026-01-25,1,1
SKU01022,FSSAI836956,Central,2025-03-08,1,1
SKU01252,FSSAI884395,State,2026-12-30,1,1
SKU01932,FSSAI828590,State,2025-06-13,1,1
SKU01111,FSSAI217971,State,2026-05-05,1,1
SKU01434,FSSAI750120,State,2025-08-13,1,0
SKU01115,FSSAI664336,State,2025-03-29,1,1
SKU01812,FSSAI332921,Central,2026-02-02,1,1
SKU01033,FSSAI705958,State,2025-10-25,1,1
SKU01654,FSSAI243606,None,2026-08-22,1,1
SKU01372,FSSAI402575,State,2026-03-08,1,1
SKU01426,FSSAI668149,None,2026-09-19,1,1
SKU00606,FSSAI996825,State,2027-02-24,1,1
SKU01634,FSSAI407059,Central,2025-02-04,1,1
SKU01898,FSSAI627841,State,2027-01-19,1,1
SKU01114,FSSAI169162,State,2026-10-07,1,1
SKU00713,FSSAI331096,Central,2026-07-28,1,1
SKU01762,FSSAI124730,Central,2025-07-29,1,1
SKU00922,FSSAI110715,State,2026-07-20,1,0
SKU00828,FSSAI416069,Central,2027-04-05,1,1
SKU01203,FSSAI212341,State,2025-11-11,1,1
SKU01539,FSSAI874467,None,2026-05-22,0,1
SKU00532,FSSAI545735,State,2027-03-05,0,1
SKU00673,FSSAI729865,State,2026-03-31,0,1
SKU01948,FSSAI948684,State,2027-04-30,1,1
SKU00105,FSSAI948811,State,2025-10-08,0,1
SKU00800,FSSAI178217,Central,2026-11-15,1,1
SKU01297,FSSAI953590,State,2026-09-11,0,1
SKU00166,FSSAI116221,None,2025-11-10,1,0
SKU00205,FSSAI431761,None,2025-08-01,1,1
SKU01558,FSSAI999837,None,2027-04-21,1,1
SKU01624,FSSAI339739,State,2025-07-29,1,1
SKU00863,FSSAI149126,None,2026-03-20,1,1
SKU01905,FSSAI254518,None,2026-11-26,1,1
SKU01830,FSSAI205836,Central,2025-02-04,1,1
SKU00696,FSSAI486191,State,2026-01-11,1,1
SKU01018,FSSAI174730,State,2026-03-23,1,1
SKU01816,FSSAI495372,Central,2025-07-03,1,1
SKU00764,FSSAI599406,State,2026-04-14,0,1
SKU00249,FSSAI854655,None,2027-05-09,1,1
SKU01942,FSSAI482445,State,2025-01-01,1,1
SKU01703,FSSAI900745,State,2025-08-12,1,1
SKU01614,FSSAI946769,Central,2026-12-12,1,1
SKU00001,FSSAI849005,State,2027-04-23,0,1
SKU01386,FSSAI676768,Central,2026-12-29,1,1
SKU01948,FSSAI506988,State,2025-03-01,1,1
SKU01249,FSSAI832205,None,2027-05-11,1,1
SKU00596,FSSAI404927,State,2026-10-22,1,1
SKU01767,FSSAI523918,State,2026-12-23,1,1
SKU00232,FSSAI847545,Central,2027-03-11,1,1
SKU00325,FSSAI932766,State,2026-01-17,1,0
SKU00801,FSSAI356972,State,2026-10-31,1,1
SKU00777,FSSAI342313,State,2025-10-12,1,1
SKU00244,FSSAI800183,State,2026-06-07,0,1
SKU00759,FSSAI744312,State,2025-01-21,1,1
SKU01787,FSSAI446024,None,2027-05-11,1,1
SKU01911,FSSAI343974,None,2025-08-23,1,1
SKU00705,FSSAI424909,State,2026-01-01,0,1
SKU00991,FSSAI676665,Central,2027-04-07,1,1
SKU00011,FSSAI195121,State,2026-05-22,1,1
SKU00141,FSSAI198012,State,2025-08-11,1,1
SKU00043,FSSAI103292,None,2027-06-01,1,1
SKU01954,FSSAI441680,State,2026-08-17,1,1
SKU01883,FSSAI117905,State,2026-07-05,1,1
SKU00470,FSSAI960026,None,2025-05-22,1,1
SKU00204,FSSAI224247,State,2027-05-27,1,0
SKU00649,FSSAI898023,State,2027-02-28,0,1
SKU01390,FSSAI389550,Central,2025-09-23,1,1
SKU01012,FSSAI622892,Central,2026-04-04,1,1
SKU01754,FSSAI541042,State,2027-02-20,1,1
SKU01784,FSSAI372185,State,2026-08-25,1,1
SKU00644,FSSAI906048,Central,2025-04-04,1,1
SKU00828,FSSAI263020,Central,2026-10-24,0,1
SKU00024,FSSAI614414,State,2026-05-22,1,1
SKU01494,FSSAI630122,State,2025-09-21,1,1
SKU01823,FSSAI960107,State,2026-11-26,1,1
SKU00353,FSSAI947652,State,2026-12-11,1,1
SKU01369,FSSAI713634,State,2026-10-15,0,1
SKU00377,FSSAI925478,State,2027-05-10,1,1
SKU00409,FSSAI545106,Central,2025-08-29,1,1
SKU00531,FSSAI997080,Central,2025-11-28,1,1
SKU00914,FSSAI228219,State,2025-04-10,1,1
SKU01690,FSSAI435604,State,2026-10-18,1,1
SKU00532,FSSAI595408,None,2026-01-15,1,0
SKU01812,FSSAI358769,State,2025-03-26,0,1
SKU00352,FSSAI678614,State,2026-07-02,1,1
SKU00795,FSSAI453328,State,2025-05-12,1,1
SKU00160,FSSAI436542,State,2026-10-17,0,1
SKU01644,FSSAI880622,None,2026-10-09,0,1
SKU01878,FSSAI902075,State,2027-03-27,1,1
SKU01031,FSSAI216567,State,2025-11-23,1,1
SKU00612,FSSAI243461,State,2026-01-02,1,1
SKU00854,FSSAI672531,State,2025-05-08,1,1
SKU01089,FSSAI907852,State,2027-02-23,1,0
SKU01680,FSSAI180069,State,2026-04-06,1,1
SKU00789,FSSAI570852,Central,2027-05-12,1,1
SKU01447,FSSAI616611,State,2026-07-25,1,1
SKU01276,FSSAI445522,State,2026-05-23,0,1
SKU01953,FSSAI946389,State,2026-12-08,1,1
SKU01661,FSSAI203264,None,2025-03-13,1,1
SKU01551,FSSAI240494,State,2025-01-20,1,1
SKU00531,FSSAI345587,State,2026-10-10,1,1
SKU01745,FSSAI721045,State,2025-06-28,1,1
SKU01426,FSSAI490191,State,2025-03-02,1,1
SKU00644,FSSAI902241,None,2025-12-26,1,1
SKU00844,FSSAI690125,None,2026-07-23,1,1
SKU00319,FSSAI621929,State,2025-11-14,1,1
SKU01008,FSSAI631302,State,2025-04-01,1,1
SKU01645,FSSAI203245,State,2027-03-29,1,1
SKU00881,FSSAI457948,State,2025-01-01,1,1
SKU00676,FSSAI479878,State,2026-10-20,1,1
SKU00770,FSSAI372207,State,2025-10-18,1,1
SKU00233,FSSAI262282,State,2025-11-09,1,1
SKU00726,FSSAI494663,State,2025-04-12,0,1
SKU01055,FSSAI995569,None,2026-05-22,1,1
SKU00739,FSSAI770555,None,2025-10-06,1,1
SKU00451,FSSAI147830,State,2026-12-16,1,1
SKU01651,FSSAI899462,None,2027-06-03,1,1
SKU01488,FSSAI804062,State,2025-03-24,1,1
SKU00557,FSSAI951546,Central,2026-01-19,0,1
SKU01295,FSSAI727633,State,2027-02-05,1,1
SKU00332,FSSAI584295,Central,2026-10-05,1,1
SKU00720,FSSAI268586,State,2026-06-17,1,1
SKU00510,FSSAI338113,State,2025-12-21,1,1
SKU00112,FSSAI870023,State,2027-06-18,1,1
SKU00102,FSSAI501974,Central,2026-08-03,1,1
SKU01091,FSSAI119776,State,2025-11-23,0,1
SKU01647,FSSAI260965,State,2025-01-20,1,1
SKU00673,FSSAI409996,State,2025-05-10,1,0
SKU01703,FSSAI924985,None,2027-06-09,1,1
SKU00773,FSSAI406937,None,2025-12-23,1,1
SKU00631,FSSAI556268,State,2026-01-28,1,1
SKU01668,FSSAI895217,Central,2025-01-13,1,1
SKU00207,FSSAI874001,State,2025-12-03,1,1
SKU01460,FSSAI983504,State,2026-05-09,0,1
SKU00301,FSSAI487775,State,2025-05-04,1,1
SKU01677,FSSAI909188,State,2025-08-31,1,1
SKU00027,FSSAI393793,State,2027-03-13,1,1
SKU00343,FSSAI543391,State,2025-12-26,1,1
SKU00228,FSSAI910721,State,2025-06-15,1,1
SKU01517,FSSAI585046,State,2026-04-17,1,1
SKU00388,FSSAI591324,None,2027-06-13,1,1
SKU00690,FSSAI248212,Central,2025-06-20,0,1
SKU01991,FSSAI138460,State,2025-04-15,1,1
SKU01617,FSSAI475498,State,2025-11-03,1,1
SKU00807,FSSAI167798,State,2026-07-11,1,1
SKU00473,FSSAI562991,Central,2025-09-05,1,1
SKU00241,FSSAI206688,None,2025-08-04,1,1
SKU00120,FSSAI128643,Central,2025-11-26,1,1
SKU01177,FSSAI583071,Central,2025-06-29,1,1
SKU00020,FSSAI313463,Central,2027-05-27,1,1
SKU01009,FSSAI164116,Central,2025-06-04,1,1
SKU01383,FSSAI967078,State,2027-04-03,1,1
SKU01253,FSSAI624330,State,2025-08-29,1,1
SKU00376,FSSAI586377,State,2026-10-30,0,1
SKU01352,FSSAI228453,Central,2026-01-29,1,1
SKU01260,FSSAI479221,State,2027-03-20,1,1
SKU00339,FSSAI502940,State,2025-02-01,1,1
SKU01654,FSSAI944637,None,2025-03-18,0,1
SKU01712,FSSAI376377,Central,2025-10-07,1,0
SKU01148,FSSAI891358,State,2027-05-05,0,1
SKU00911,FSSAI784026,None,2025-01-24,1,1
SKU00565,FSSAI604034,Central,2026-09-23,1,1
SKU00781,FSSAI657379,State,2026-03-28,1,1
SKU01409,FSSAI772365,State,2027-01-04,1,1
SKU01672,FSSAI889198,None,2026-01-05,1,1
SKU00817,FSSAI341046,State,2027-05-16,1,1
SKU00260,FSSAI604526,Central,2026-04-16,1,1
SKU01875,FSSAI796862,Central,2025-03-17,0,1
SKU01195,FSSAI857764,Central,2027-05-04,1,1
SKU00102,FSSAI164174,State,2026-07-08,1,1
SKU00250,FSSAI327030,State,2025-09-20,0,1
SKU01151,FSSAI202448,State,2027-04-25,1,1
SKU00792,FSSAI610316,State,2026-11-05,1,1
SKU01554,FSSAI433499,None,2025-01-30,1,0
SKU00425,FSSAI421803,None,2027-02-17,1,1
SKU01152,FSSAI339359,State,2026-08-04,1,1
SKU01867,FSSAI655825,Central,2026-03-24,1,1
SKU01405,FSSAI116720,State,2027-02-11,1,1
SKU00875,FSSAI914027,Central,2026-07-01,1,1
SKU00101,FSSAI294733,State,2026-08-12,1,1
SKU00487,FSSAI563785,State,2026-07-11,1,1
SKU00793,FSSAI410909,State,2026-01-08,1,1
SKU01559,FSSAI961235,State,2025-07-12,1,1
SKU01446,FSSAI176436,Central,2025-10-02,1,1
SKU00996,FSSAI981366,None,2025-06-28,1,1
SKU00367,FSSAI416370,None,2026-03-07,0,1
SKU00518,FSSAI627700,Central,2026-07-08,1,1
SKU00482,FSSAI987804,None,2026-02-22,1,1
SKU01454,FSSAI440071,State,2027-02-23,1,1
SKU01804,FSSAI839956,State,2026-07-15,0,1
SKU01979,FSSAI581316,State,2025-06-26,1,1
SKU00553,FSSAI804348,State,2025-12-11,1,1
SKU01866,FSSAI289863,State,2026-08-22,1,1
SKU01252,FSSAI501942,Central,2027-02-19,1,1
SKU01491,FSSAI152230,Central,2025-03-06,0,0
SKU01472,FSSAI269866,State,2025-03-16,1,1
SKU01564,FSSAI689952,State,2026-07-20,1,1
SKU00337,FSSAI281150,State,2026-01-26,0,1
SKU01887,FSSAI448474,State,2027-03-12,1,1
SKU00757,FSSAI372168,Central,2026-08-16,1,1
SKU00278,FSSAI908009,State,2027-03-16,1,1
SKU00504,FSSAI888257,None,2025-08-30,1,1
SKU01293,FSSAI513586,None,2027-02-22,1,0
SKU01246,FSSAI818537,None,2025-09-12,1,1
SKU00079,FSSAI653729,None,2025-10-02,0,1
SKU00820,FSSAI522394,State,2025-09-07,1,1
SKU00543,FSSAI254665,None,2025-03-30,0,1
SKU01812,FSSAI572769,Central,2025-06-11,1,1
SKU00352,FSSAI294968,None,2025-06-08,0,1
SKU00367,FSSAI681960,Central,2026-12-17,1,1
SKU01685,FSSAI641269,State,2027-06-04,1,1
SKU01239,FSSAI974413,State,2027-06-19,1,1
SKU00245,FSSAI414842,State,2027-03-30,0,1
SKU01816,FSSAI147912,Central,2025-07-26,1,1
SKU01665,FSSAI570490,State,2026-12-12,1,1
SKU00922,FSSAI536857,State,2027-02-27,1,1
SKU01794,FSSAI549430,Central,2026-10-20,1,1
SKU01986,FSSAI362848,State,2026-02-19,1,1
SKU01109,FSSAI242718,State,2025-01-30,1,1
SKU01543,FSSAI110785,State,2027-01-16,1,1
SKU01246,FSSAI566951,None,2025-08-09,1,1
SKU00511,FSSAI784408,State,2026-08-12,1,1
SKU00122,FSSAI495572,State,2027-05-01,1,1
SKU01487,FSSAI816379,State,2025-12-07,0,1
SKU00001,FSSAI316923,State,2025-12-05,0,1
SKU01642,FSSAI250802,State,2026-09-24,1,1
SKU00570,FSSAI601465,State,2026-12-19,0,1
SKU00498,FSSAI170881,State,2026-11-30,1,1
SKU00265,FSSAI975387,State,2026-07-05,1,1
SKU00609,FSSAI840721,State,2025-01-30,1,1
SKU01439,FSSAI316559,State,2025-10-04,1,1
SKU00336,FSSAI454688,None,2025-09-20,0,1
SKU00551,FSSAI318361,State,2026-01-13,0,1
SKU01032,FSSAI861925,Central,2025-07-20,1,1
SKU00745,FSSAI675133,State,2027-04-19,0,0
SKU01764,FSSAI520360,Central,2025-11-30,1,1
SKU01643,FSSAI599004,Central,2027-01-21,1,1
SKU00801,FSSAI537852,State,2025-07-15,0,1
SKU01964,FSSAI825225,State,2025-09-03,0,1
SKU01916,FSSAI245084,Central,2025-02-10,1,1
SKU00806,FSSAI475531,State,2025-07-23,1,1
SKU01715,FSSAI733069,Central,2025-07-25,1,1
SKU00780,FSSAI231470,Central,2025-05-22,0,1
SKU00250,FSSAI328472,State,2025-08-24,1,0
SKU01654,FSSAI654711,None,2025-11-27,0,1
SKU01265,FSSAI552185,State,2025-03-26,1,0
SKU00484,FSSAI857109,State,2027-03-23,1,1
SKU01893,FSSAI628429,State,2026-11-02,1,1
SKU01717,FSSAI976500,State,2026-12-25,1,1
SKU00810,FSSAI598265,State,2025-04-03,1,1
SKU01930,FSSAI736885,State,2025-09-27,1,1
SKU01544,FSSAI154649,State,2025-01-15,1,1
SKU00468,FSSAI526180,State,2027-02-20,1,0
SKU00544,FSSAI804456,None,2026-10-21,1,1
SKU01252,FSSAI827798,None,2026-08-04,1,1
SKU00599,FSSAI131677,Central,2025-02-14,1,1
SKU01842,FSSAI936062,State,2025-01-06,1,1
SKU00473,FSSAI376033,Central,2025-03-19,1,1
SKU00898,FSSAI642126,Central,2025-05-07,0,1
SKU00462,FSSAI648736,None,2026-03-24,0,1
SKU00695,FSSAI512493,State,2025-05-01,1,1
SKU01991,FSSAI720045,None,2026-06-07,1,1
SKU00861,FSSAI812427,None,2025-12-29,1,1
SKU01759,FSSAI345110,State,2027-04-13,1,1
SKU01008,FSSAI284932,State,2026-10-25,0,1
SKU01868,FSSAI160329,State,2025-12-22,1,1
SKU00257,FSSAI827629,State,2026-07-20,1,1
SKU01644,FSSAI450862,None,2025-05-23,1,1
SKU00985,FSSAI918069,Central,2026-11-29,1,1
SKU01107,FSSAI488514,State,2025-07-19,0,1
SKU00580,FSSAI915184,State,2027-01-11,1,1
SKU01434,FSSAI346747,None,2025-06-01,1,1
SKU00160,FSSAI372323,State,2026-10-22,0,1
SKU01677,FSSAI106319,State,2025-06-20,1,1
SKU01102,FSSAI463701,State,2025-04-10,1,1
SKU01096,FSSAI926494,State,2025-02-10,1,1
SKU01989,FSSAI126633,State,2025-09-04,0,1
SKU01962,FSSAI820690,State,2025-10-15,1,0
SKU00830,FSSAI650320,State,2025-07-24,1,1
SKU01585,FSSAI974768,State,2025-09-08,1,1
SKU01611,FSSAI733323,Central,2026-06-14,1,1
SKU01454,FSSAI909503,State,2026-03-22,1,1
SKU00178,FSSAI251823,State,2027-02-12,1,1
SKU00306,FSSAI597303,None,2026-09-15,0,1
SKU00147,FSSAI309730,Central,2026-10-05,1,1
SKU01531,FSSAI705773,State,2026-06-03,1,1
SKU00165,FSSAI538430,None,2025-02-11,1,1
SKU00634,FSSAI878256,State,2025-05-17,1,1
SKU00373,FSSAI187879,Central,2026-06-07,1,1
SKU01509,FSSAI443274,None,2025-02-23,1,0
SKU00603,FSSAI725141,Central,2027-02-03,1,1
SKU01758,FSSAI995226,None,2026-02-16,1,0
SKU01981,FSSAI571200,Central,2025-07-14,1,1
SKU01024,FSSAI549906,None,2025-08-12,1,1
SKU00016,FSSAI369874,None,2026-01-14,1,1
SKU01589,FSSAI914231,None,2026-07-13,1,1
SKU01723,FSSAI109263,None,2025-04-04,0,0
SKU00349,FSSAI429536,Central,2025-10-22,1,1
SKU01612,FSSAI301171,State,2025-12-28,1,0
SKU00580,FSSAI814931,Central,2025-01-20,1,0
SKU01479,FSSAI788115,None,2025-06-26,1,1
SKU01721,FSSAI873709,State,2026-09-13,1,1
SKU01585,FSSAI437294,State,2026-07-21,1,1
SKU01990,FSSAI531482,Central,2025-04-21,1,1
SKU01614,FSSAI572102,State,2027-03-04,1,1
SKU01821,FSSAI160579,State,2025-07-22,1,1
SKU00492,FSSAI872533,Central,2026-10-29,1,1
SKU00298,FSSAI596699,Central,2027-04-20,1,1
SKU01000,FSSAI624488,None,2025-09-22,1,1
SKU01607,FSSAI724299,State,2025-12-18,1,1
SKU01985,FSSAI585882,Central,2026-12-14,1,1
SKU00502,FSSAI624090,None,2025-04-03,0,1
SKU00645,FSSAI845201,State,2026-07-25,1,1
SKU00891,FSSAI455468,State,2025-10-16,1,0
SKU00816,FSSAI460984,State,2025-08-07,1,1
SKU00621,FSSAI367062,Central,2026-11-23,0,1
SKU01911,FSSAI266498,Central,2026-07-27,1,1
SKU00571,FSSAI557529,State,2026-08-31,1,1
SKU01317,FSSAI991854,State,2026-02-02,1,1
SKU01338,FSSAI180713,Central,2026-02-19,0,1
SKU01859,FSSAI715195,State,2026-07-19,1,1
SKU01686,FSSAI838683,State,2026-06-23,0,1
SKU00951,FSSAI128962,Central,2026-03-12,1,0
SKU00820,FSSAI352958,Central,2026-12-19,1,1
SKU00305,FSSAI971548,None,2027-06-19,1,0
SKU00730,FSSAI919206,None,2027-04-04,1,1
SKU01979,FSSAI652566,None,2025-12-01,1,1
SKU01152,FSSAI372285,None,2026-08-16,1,1
SKU01011,FSSAI254311,State,2027-01-16,1,1
SKU01036,FSSAI986128,None,2026-08-27,1,1
SKU00297,FSSAI289716,Central,2026-03-21,1,0
SKU01282,FSSAI600020,None,2025-01-09,1,1
SKU01837,FSSAI320261,Central,2026-02-09,1,1
SKU00216,FSSAI521990,State,2025-10-07,1,0
SKU01498,FSSAI885990,State,2025-06-22,1,1
SKU01117,FSSAI977965,None,2025-05-10,0,1
SKU01743,FSSAI236564,Central,2027-03-22,1,1
SKU01613,FSSAI577565,State,2025-07-21,1,1
SKU01894,FSSAI864037,State,2025-10-25,1,1
SKU01174,FSSAI316260,Central,2025-11-22,0,1
SKU00540,FSSAI289018,None,2027-01-28,1,1
SKU00224,FSSAI162533,None,2026-11-12,1,1
SKU00037,FSSAI840469,State,2025-11-30,1,1
SKU01911,FSSAI284616,State,2025-07-27,1,1
SKU01746,FSSAI283963,Central,2026-04-22,1,1
SKU01214,FSSAI774721,State,2025-01-26,0,1
SKU00138,FSSAI254376,State,2026-12-24,1,1
SKU00335,FSSAI605566,State,2026-06-02,1,1
SKU01181,FSSAI208304,None,2026-01-02,1,1
SKU00453,FSSAI211586,None,2026-03-21,1,1
SKU00643,FSSAI898571,Central,2025-11-03,1,0
SKU01007,FSSAI178655,None,2026-07-29,1,1
SKU01418,FSSAI976522,State,2027-06-07,1,1
SKU01617,FSSAI587366,State,2026-11-09,1,1
SKU00785,FSSAI970456,Central,2025-03-30,1,1
SKU00027,FSSAI489013,State,2025-12-27,1,1
SKU01920,FSSAI782883,State,2026-05-01,0,1
SKU01511,FSSAI613902,State,2026-05-10,1,1
SKU00076,FSSAI546616,State,2026-05-29,0,1
SKU00050,FSSAI736220,Central,2026-08-20,1,1
SKU01726,FSSAI226554,State,2025-12-01,0,1
SKU00609,FSSAI615710,State,2025-04-30,1,0
SKU01369,FSSAI211786,State,2025-09-22,1,1
SKU01373,FSSAI543478,State,2025-06-16,1,1
SKU01201,FSSAI272366,Central,2026-08-13,0,1
SKU00865,FSSAI159985,State,2026-01-03,1,0
SKU01116,FSSAI917299,Central,2025-11-10,1,1
SKU01093,FSSAI408834,None,2026-10-25,1,0
SKU01546,FSSAI265270,Central,2027-04-28,1,1
SKU00481,FSSAI746749,None,2026-12-19,0,1
SKU00011,FSSAI669581,State,2026-01-19,1,1
SKU00341,FSSAI490016,State,2026-11-06,1,1
SKU00251,FSSAI219558,State,2027-03-20,1,1
SKU00551,FSSAI402986,State,2025-12-13,1,1
SKU00576,FSSAI381233,Central,2025-02-23,0,1
SKU00713,FSSAI977815,State,2025-07-25,1,1
SKU01829,FSSAI679324,State,2026-05-01,1,1
SKU01055,FSSAI523780,None,2025-08-04,1,1
SKU00631,FSSAI705158,State,2025-07-23,1,0
SKU00574,FSSAI680343,Central,2025-10-10,1,1
SKU00700,FSSAI343992,State,2027-01-20,1,1
SKU00383,FSSAI133954,State,2027-01-27,0,1
SKU00873,FSSAI493003,Central,2025-02-06,1,0
SKU01526,FSSAI284257,State,2026-07-29,1,1
SKU01944,FSSAI208596,None,2027-04-30,0,1
SKU00123,FSSAI976133,None,2027-03-14,1,1
SKU01817,FSSAI545467,None,2027-04-15,0,0
SKU01690,FSSAI706690,None,2026-07-05,1,1
SKU00461,FSSAI108245,Central,2026-12-20,1,1
SKU01666,FSSAI317401,None,2025-07-31,1,1
SKU01552,FSSAI712907,State,2025-04-16,1,1
SKU00221,FSSAI998082,None,2027-04-10,1,1
SKU01306,FSSAI945646,State,2027-01-27,1,1
SKU00456,FSSAI287874,State,2027-01-06,0,1
SKU00328,FSSAI296272,State,2025-10-21,1,1
SKU01072,FSSAI131025,State,2025-01-27,1,1
SKU00685,FSSAI288935,None,2025-04-21,1,1
SKU01878,FSSAI883157,Central,2026-01-02,1,1
SKU00779,FSSAI533280,State,2025-09-15,1,1
SKU01610,FSSAI696261,State,2025-12-11,1,1
SKU01181,FSSAI933317,State,2025-10-30,1,1
SKU00680,FSSAI676290,Central,2026-04-03,1,1
SKU01777,FSSAI114590,State,2027-02-10,1,1
SKU00193,FSSAI200301,None,2025-02-26,1,1
SKU00004,FSSAI379069,None,2026-03-23,1,1
SKU00862,FSSAI293341,None,2025-05-22,1,1
SKU01039,FSSAI811572,State,2025-04-10,1,1
SKU01199,FSSAI516830,State,2027-05-14,0,1
SKU00771,FSSAI381686,State,2025-12-02,1,1
SKU01278,FSSAI619522,Central,2025-10-30,1,1
