sku,batch,current_stock,avg_daily_sales,days_of_supply,reorder_lead_days,last_restock_date
SKU00206,BATCH1076,3621,11.48,315.42,10,2025-03-15
SKU01335,BATCH8565,3429,10.88,315.17,10,2025-08-21
SKU00978,BATCH5659,515,1.81,284.53,14,2025-03-30
SKU00828,BATCH3147,3942,14.53,271.3,14,2025-10-27
SKU01272,BATCH7599,1627,36.7,44.33,10,2025-06-05
SKU00867,BATCH1606,4946,4.6,1075.22,10,2025-06-14
SKU00709,BATCH9740,1184,10.76,110.04,14,2025-02-07
SKU00485,BATCH9642,174,22.03,7.9,14,2025-05-09
SKU01891,BATCH1640,3148,24.11,130.57,7,2025-06-04
SKU00023,BATCH6527,395,18.34,21.54,7,2025-03-05
SKU01041,BATCH1266,669,38.92,17.19,30,2025-10-26
SKU00523,BATCH2137,1575,15.17,103.82,21,2025-01-07
SKU01552,BATCH8698,4529,40.79,111.03,14,2025-04-20
SKU00965,BATCH2558,1625,31.87,50.99,10,2025-07-02
SKU01509,BATCH7800,3030,7.83,386.97,21,2025-09-12
SKU00908,BATCH5931,291,30.74,9.47,7,2025-05-05
SKU01848,BATCH5500,596,11.76,50.68,10,2025-09-03
SKU00046,BATCH6196,1244,35.65,34.89,21,2025-04-03
SKU00972,BATCH6665,3158,10.83,291.6,14,2025-01-30
SKU01678,BATCH7559,573,21.04,27.23,7,2025-10-12
SKU01034,BATCH2306,3397,1.98,1715.66,14,2025-09-29
SKU01395,BATCH6131,846,2.73,309.89,21,2025-01-29
SKU01866,BATCH9090,1109,44.66,24.83,21,2025-02-16
SKU01803,BATCH1771,2345,21.28,110.2,14,2025-02-07
SKU00887,BATCH7444,3951,17.05,231.73,14,2025-02-10
SKU00767,BATCH5889,554,35.51,15.6,14,2025-01-26
SKU01451,BATCH8447,4225,31.22,135.33,14,2025-03-31
SKU00262,BATCH9082,3346,20.15,166.05,7,2025-03-13
SKU01022,BATCH2989,1163,20.71,56.16,21,2025-08-17
SKU01104,BATCH7126,3769,48.08,78.39,14,2025-09-14
SKU00287,BATCH2683,102,42.48,2.4,10,2025-06-30
SKU00678,BATCH1479,2684,48.17,55.72,10,2025-06-08
SKU01051,BATCH4670,3480,25.91,134.31,14,2025-06-11
SKU01717,BATCH1783,3889,1.29,3014.73,7,2025-01-29
SKU01425,BATCH1170,518,16.48,31.43,30,2025-03-02
SKU01617,BATCH3273,2263,2.17,1042.86,14,2025-02-03
SKU01602,BATCH2722,1013,45.85,22.09,7,2025-06-19
SKU00074,BATCH6289,2906,18.72,155.24,14,2025-05-29
SKU00868,BATCH8138,532,40.77,13.05,10,2025-09-30
SKU00857,BATCH4708,4977,14.24,349.51,10,2025-07-04
SKU00797,BATCH3788,468,39.92,11.72,7,2025-02-07
SKU00614,BATCH2442,233,32.3,7.21,21,2025-04-02
SKU01226,BATCH4131,1850,48.78,37.93,21,2025-05-10
SKU00649,BATCH7043,4336,15.7,276.18,10,2025-01-04
SKU01914,BATCH9807,2160,30.08,71.81,21,2025-10-07
SKU00835,BATCH1080,3513,44.45,79.03,14,2025-06-11
SKU00509,BATCH1860,496,45.48,10.91,10,2025-08-14
SKU01209,BATCH5254,2034,25.69,79.17,21,2025-10-03
SKU01746,BATCH1705,1851,19.41,95.36,14,2025-09-26
SKU01637,BATCH2815,4103,5.62,730.07,14,2025-06-12
SKU01454,BATCH1786,4253,49.9,85.23,21,2025-06-11
SKU00789,BATCH5985,4097,20.01,204.75,14,2025-01-10
SKU00554,BATCH2229,2626,22.64,115.99,7,2025-01-03
SKU01560,BATCH5320,4971,36.64,135.67,10,2025-03-01
SKU01009,BATCH6395,3755,29.73,126.3,7,2025-04-15
SKU00376,BATCH7218,3769,20.86,180.68,7,2025-01-16
SKU00878,BATCH5422,4152,28.04,148.07,21,2025-10-02
SKU00054,BATCH3790,3856,27.55,139.96,7,2025-09-15
SKU00347,BATCH3257,2912,32.67,89.13,30,2025-01-14
SKU01501,BATCH8548,4675,22.8,205.04,10,2025-02-08
SKU01476,BATCH2964,2112,8.47,249.35,21,2025-07-18
SKU00209,BATCH3069,1298,48.33,26.86,14,2025-09-10
SKU01526,BATCH6231,4231,15.95,265.27,7,2025-07-21
SKU00882,BATCH3424,1082,35.95,30.1,7,2025-02-02
SKU00344,BATCH7771,2310,12.58,183.62,10,2025-08-19
SKU00899,BATCH8320,2189,8.55,256.02,14,2025-05-05
SKU01131,BATCH3004,1048,36.85,28.44,30,2025-07-13
SKU01261,BATCH9548,2985,26.15,114.15,7,2025-01-09
SKU00975,BATCH9644,2052,22.35,91.81,10,2025-08-21
SKU01630,BATCH4940,2870,39.74,72.22,10,2025-10-19
SKU00805,BATCH8830,1468,36.72,39.98,10,2025-01-13
SKU00743,BATCH9029,443,19.58,22.63,14,2025-06-03
SKU00531,BATCH5596,2241,5.19,431.79,21,2025-05-13
SKU00788,BATCH6274,3139,3.42,917.84,30,2025-02-24
SKU00970,BATCH8908,3673,38.1,96.4,14,2025-06-20
SKU01847,BATCH4700,836,47.21,17.71,30,2025-01-22
SKU00940,BATCH2504,442,7.87,56.16,21,2025-07-11
SKU01519,BATCH5322,1068,18.26,58.49,7,2025-05-03
SKU01243,BATCH5853,3907,17.92,218.02,14,2025-10-10
SKU00640,BATCH2356,46,43.04,1.07,14,2025-08-26
SKU01403,BATCH6783,1550,27.79,55.78,21,2025-08-09
SKU00110,BATCH4971,2738,18.76,145.95,14,2025-10-15
SKU00795,BATCH4373,2013,5.59,360.11,7,2025-03-29
SKU01022,BATCH2278,4036,12.15,332.18,7,2025-04-08
SKU01418,BATCH2231,4244,29.13,145.69,7,2025-02-27
SKU00886,BATCH9103,2045,13.68,149.49,21,2025-07-25
SKU00411,BATCH1987,872,46.2,18.87,21,2025-07-20
SKU01431,BATCH4481,4989,24.43,204.22,7,2025-03-30
SKU00500,BATCH1215,4942,11.14,443.63,14,2025-04-24
SKU01795,BATCH4541,4649,12.55,370.44,10,2025-10-10
SKU00124,BATCH8670,722,32.39,22.29,21,2025-03-22
SKU00779,BATCH7308,446,42.67,10.45,7,2025-07-18
SKU00222,BATCH4078,4785,2.27,2107.93,14,2025-02-08
SKU01808,BATCH8989,2806,33.01,85.0,7,2025-06-13
SKU00409,BATCH2712,915,3.58,255.59,10,2025-03-27
SKU01839,BATCH6577,2866,18.23,157.21,10,2025-07-12
SKU00783,BATCH4418,3213,1.06,3031.13,10,2025-07-09
SKU01988,BATCH9644,4524,47.57,95.1,10,2025-08-20
SKU01749,BATCH9420,1516,47.79,31.72,7,2025-05-21
SKU00006,BATCH6134,1127,43.2,26.09,21,2025-01-02
SKU00007,BATCH6108,3427,26.5,129.32,7,2025-10-14
SKU01394,BATCH8438,2523,39.82,63.36,10,2025-05-31
SKU00034,BATCH3523,1917,13.38,143.27,10,2025-02-15
SKU01830,BATCH9265,4009,12.25,327.27,14,2025-06-14
SKU00575,BATCH2731,4224,11.56,365.4,21,2025-02-20
SKU00826,BATCH3130,304,19.49,15.6,14,2025-08-25
SKU01956,BATCH4584,4534,5.8,781.72,21,2025-01-27
SKU01144,BATCH6957,1337,0.6,2228.33,21,2025-08-17
SKU00488,BATCH7317,1279,28.64,44.66,30,2025-09-10
SKU00420,BATCH8412,1536,44.2,34.75,10,2025-03-16
SKU00859,BATCH9412,117,4.17,28.06,10,2025-07-27
SKU00012,BATCH4326,4963,40.68,122.0,7,2025-10-01
SKU01880,BATCH7556,3406,29.0,117.45,30,2025-05-02
SKU01353,BATCH4079,223,34.9,6.39,10,2025-10-08
SKU01286,BATCH2124,4164,8.09,514.71,10,2025-03-13
SKU00212,BATCH5552,2743,0.5,5486.0,10,2025-09-28
SKU01927,BATCH7931,3053,39.14,78.0,10,2025-07-01
SKU00667,BATCH3690,3193,46.33,68.92,21,2025-06-26
SKU01297,BATCH6032,2938,40.55,72.45,7,2025-08-27
SKU00449,BATCH2672,662,25.65,25.81,21,2025-07-15
SKU00317,BATCH3413,3926,9.22,425.81,21,2025-08-23
SKU00662,BATCH8552,4455,26.45,168.43,21,2025-03-17
SKU00138,BATCH2755,930,18.13,51.3,7,2025-09-06
SKU00931,BATCH2805,2491,37.8,65.9,30,2025-01-17
SKU01877,BATCH4941,2756,14.55,189.42,7,2025-04-15
SKU01102,BATCH1271,602,2.33,258.37,10,2025-02-21
SKU00313,BATCH8550,1832,27.8,65.9,30,2025-05-14
SKU00892,BATCH4064,2698,10.19,264.77,14,2025-08-04
SKU00864,BATCH5370,998,9.36,106.62,10,2025-09-26
SKU00237,BATCH1468,552,44.22,12.48,14,2025-10-26
SKU01270,BATCH8802,2129,13.0,163.77,10,2025-06-13
SKU01030,BATCH9698,4253,28.15,151.08,14,2025-05-17
SKU00901,BATCH8416,4505,33.48,134.56,14,2025-02-14
SKU00018,BATCH6766,3965,28.41,139.56,10,2025-01-24
SKU01772,BATCH5351,434,22.44,19.34,21,2025-10-03
SKU01905,BATCH2938,1638,13.36,122.6,21,2025-09-18
SKU00426,BATCH2377,1337,16.34,81.82,10,2025-06-18
SKU01075,BATCH6806,2677,9.27,288.78,10,2025-05-17
SKU01494,BATCH8069,1890,32.76,57.69,14,2025-04-04
SKU00086,BATCH4474,3828,48.09,79.6,14,2025-07-07
SKU01572,BATCH3467,3083,12.02,256.49,21,2025-10-12
SKU00409,BATCH7503,345,13.72,25.15,14,2025-07-25
SKU00528,BATCH9227,1680,16.0,105.0,14,2025-10-16
SKU00977,BATCH8059,4546,26.91,168.93,30,2025-04-26
SKU00115,BATCH9321,2476,38.87,63.7,21,2025-03-18
SKU01296,BATCH6467,3115,22.68,137.35,14,2025-09-11
SKU00133,BATCH1870,4540,20.74,218.9,7,2025-10-03
SKU00526,BATCH8230,351,2.2,159.55,14,2025-03-13
SKU00280,BATCH5466,2993,21.41,139.79,30,2025-08-11
SKU00887,BATCH7058,4621,7.46,619.44,30,2025-06-17
SKU01949,BATCH2602,4545,7.78,584.19,14,2025-02-15
SKU00104,BATCH1805,4079,13.57,300.59,10,2025-07-24
SKU01942,BATCH7267,3540,3.48,1017.24,21,2025-01-12
SKU00059,BATCH7923,4062,27.04,150.22,30,2025-03-24
SKU01259,BATCH4177,3530,22.7,155.51,10,2025-06-13
SKU01533,BATCH5816,2264,9.48,238.82,30,2025-03-26
SKU01223,BATCH4103,2854,12.71,224.55,7,2025-04-21
SKU00743,BATCH7597,1004,34.84,28.82,30,2025-01-22
SKU00278,BATCH3894,4250,37.02,114.8,7,2025-05-23
SKU01553,BATCH5520,4653,31.93,145.73,10,2025-09-21
SKU01500,BATCH9676,2552,41.75,61.13,10,2025-03-27
SKU01544,BATCH9087,668,32.21,20.74,10,2025-01-29
SKU01561,BATCH9497,2740,31.56,86.82,7,2025-05-04
SKU01806,BATCH8103,1489,11.1,134.14,10,2025-09-30
SKU01333,BATCH2788,2594,36.8,70.49,7,2025-02-25
SKU00387,BATCH1817,1701,33.49,50.79,10,2025-07-26
SKU00010,BATCH5078,2491,25.4,98.07,21,2025-01-13
SKU01325,BATCH2819,3592,27.47,130.76,7,2025-04-16
SKU00712,BATCH4597,2766,37.91,72.96,7,2025-05-13
SKU01764,BATCH2887,900,30.43,29.58,10,2025-08-09
SKU00711,BATCH1870,399,2.7,147.78,30,2025-04-27
SKU01346,BATCH1584,3867,3.84,1007.03,30,2025-03-10
SKU00003,BATCH5361,60,5.21,11.52,21,2025-10-19
SKU01624,BATCH4911,3585,20.5,174.88,14,2025-06-30
SKU01806,BATCH2078,1395,10.41,134.01,7,2025-03-10
SKU01934,BATCH9718,2472,22.9,107.95,10,2025-01-15
SKU01532,BATCH2655,2183,17.78,122.78,21,2025-01-12
SKU01463,BATCH5513,789,48.02,16.43,21,2025-03-31
SKU01164,BATCH4710,4919,17.91,274.65,7,2025-08-03
SKU01152,BATCH7628,263,15.15,17.36,14,2025-10-11
SKU00015,BATCH7421,2936,35.92,81.74,10,2025-07-18
SKU00238,BATCH7437,1666,14.43,115.45,14,2025-02-01
SKU01536,BATCH2659,1456,37.08,39.27,7,2025-07-15
SKU00241,BATCH4602,234,12.39,18.89,14,2025-07-18
SKU01258,BATCH5395,3510,43.32,81.02,14,2025-08-31
SKU00720,BATCH9112,670,10.46,64.05,7,2025-06-10
SKU01248,BATCH4370,631,49.28,12.8,14,2025-04-03
SKU01837,BATCH3802,2984,47.79,62.44,21,2025-10-15
SKU01026,BATCH4335,2576,35.76,72.04,30,2025-05-24
SKU00483,BATCH6695,2642,10.9,242.39,21,2025-06-28
SKU01558,BATCH5718,864,44.31,19.5,21,2025-04-26
SKU01354,BATCH5718,670,48.76,13.74,14,2025-01-20
SKU00574,BATCH1050,4938,22.83,216.29,7,2025-04-30
SKU01784,BATCH2544,2669,26.38,101.18,14,2025-07-22
SKU01977,BATCH4032,4413,49.25,89.6,7,2025-05-24
SKU00602,BATCH9245,1877,31.8,59.03,21,2025-02-28
SKU01882,BATCH8811,81,48.26,1.68,30,2025-02-10
SKU01233,BATCH6002,4663,25.41,183.51,14,2025-08-19
SKU01659,BATCH4909,2046,47.39,43.17,21,2025-04-26
SKU00164,BATCH3789,4295,8.2,523.78,21,2025-06-13
SKU00411,BATCH6162,4555,28.27,161.12,7,2025-08-08
SKU00294,BATCH2137,4625,19.09,242.27,14,2025-10-20
SKU01168,BATCH3730,3178,48.48,65.55,14,2025-02-25
SKU01584,BATCH4069,4834,3.04,1590.13,7,2025-02-17
SKU01013,BATCH6442,3029,47.73,63.46,10,2025-10-23
SKU01291,BATCH8458,3546,17.3,204.97,7,2025-04-28
SKU01880,BATCH3323,1689,17.24,97.97,10,2025-07-20
SKU01487,BATCH1208,1413,22.04,64.11,30,2025-05-21
SKU01335,BATCH8775,3607,35.24,102.36,7,2025-03-10
SKU00058,BATCH8011,4998,44.46,112.42,7,2025-03-12
SKU00137,BATCH6473,78,34.49,2.26,7,2025-09-15
SKU01463,BATCH1341,4982,10.69,466.04,10,2025-03-19
SKU01069,BATCH3908,3175,18.99,167.19,10,2025-01-25
SKU00076,BATCH5322,4951,29.26,169.21,14,2025-09-20
SKU00779,BATCH2261,950,45.57,20.85,7,2025-04-23
SKU00127,BATCH3797,4852,46.78,103.72,30,2025-02-07
SKU00328,BATCH1159,4935,45.45,108.58,14,2025-09-01
SKU01025,BATCH6769,2865,15.95,179.62,7,2025-09-24
SKU01294,BATCH8763,1250,6.1,204.92,21,2025-04-27
SKU00821,BATCH1016,178,2.49,71.49,21,2025-01-10
SKU00556,BATCH9000,1054,28.53,36.94,30,2025-02-10
SKU01531,BATCH5055,1200,11.89,100.93,10,2025-06-19
SKU01400,BATCH8742,932,12.44,74.92,10,2025-10-08
SKU00023,BATCH2792,1953,13.0,150.23,30,2025-04-03
SKU01952,BATCH1740,3218,3.28,981.1,7,2025-01-04
SKU00059,BATCH1284,52,48.01,1.08,10,2025-09-03
SKU01244,BATCH5762,4526,47.89,94.51,21,2025-02-03
SKU01693,BATCH4740,4332,12.03,360.1,30,2025-03-31
SKU01400,BATCH9606,3473,19.53,177.83,14,2025-10-19
SKU01805,BATCH9243,4131,17.99,229.63,21,2025-07-31
SKU01207,BATCH3741,4386,46.83,93.66,7,2025-10-09
SKU01545,BATCH3401,1582,30.29,52.23,14,2025-06-05
SKU00129,BATCH2538,470,26.69,17.61,10,2025-02-16
SKU00055,BATCH2638,4501,22.86,196.89,30,2025-09-27
SKU01115,BATCH5990,4444,37.75,117.72,21,2025-02-12
SKU00098,BATCH6499,4346,23.08,188.3,14,2025-02-21
SKU01391,BATCH8415,239,5.44,43.93,14,2025-04-10
SKU01503,BATCH9039,1228,28.29,43.41,30,2025-06-06
SKU00846,BATCH6747,3303,23.76,139.02,10,2025-10-11
SKU01107,BATCH9940,2082,43.01,48.41,10,2025-07-05
SKU01518,BATCH5216,2961,6.55,452.06,21,2025-04-21
SKU01204,BATCH8970,4423,41.29,107.12,10,2025-05-25
SKU01642,BATCH5153,640,30.41,21.05,30,2025-02-05
SKU00264,BATCH6968,1091,15.68,69.58,10,2025-04-11
SKU00348,BATCH8516,3889,1.14,3411.4,10,2025-04-21
SKU00514,BATCH1222,1592,10.07,158.09,14,2025-04-11
SKU01108,BATCH6777,2760,36.68,75.25,30,2025-05-20
SKU01643,BATCH5933,3205,46.73,68.59,10,2025-03-18
SKU00143,BATCH6467,1284,17.78,72.22,21,2025-03-29
SKU01445,BATCH9484,1358,18.05,75.24,7,2025-01-01
SKU00315,BATCH8935,2,0.41,4.88,7,2025-03-23
SKU01668,BATCH2847,2449,3.48,703.74,7,2025-01-10
SKU00037,BATCH5422,1586,38.5,41.19,14,2025-04-20
SKU01583,BATCH9508,4450,1.97,2258.88,10,2025-09-23
SKU01369,BATCH1339,1997,32.22,61.98,30,2025-03-23
SKU00303,BATCH3423,1155,6.16,187.5,10,2025-05-10
SKU01577,BATCH7722,3322,23.62,140.64,7,2025-03-02
SKU01726,BATCH4608,2931,12.5,234.48,21,2025-10-12
SKU00604,BATCH3320,3698,21.51,171.92,14,2025-09-29
SKU00353,BATCH6852,3021,45.5,66.4,14,2025-01-27
SKU00888,BATCH9156,3929,47.03,83.54,30,2025-08-22
SKU01294,BATCH1506,3081,34.78,88.59,14,2025-01-03
SKU01480,BATCH5003,2475,47.29,52.34,10,2025-10-27
SKU01834,BATCH8056,2914,48.95,59.53,14,2025-10-03
SKU01068,BATCH6888,2102,7.39,284.44,7,2025-09-21
SKU00229,BATCH4380,1368,26.09,52.43,10,2025-03-13
SKU00031,BATCH2462,3599,12.68,283.83,10,2025-02-18
SKU01412,BATCH4175,4125,9.69,425.7,7,2025-09-13
SKU01942,BATCH7189,4343,31.03,139.96,10,2025-09-20
SKU00238,BATCH2768,896,2.6,344.62,21,2025-06-03
SKU00932,BATCH5487,170,21.19,8.02,10,2025-07-27
SKU01362,BATCH9927,3116,34.47,90.4,14,2025-07-09
SKU01125,BATCH8360,1573,37.06,42.44,21,2025-07-03
SKU00073,BATCH9632,758,8.89,85.26,14,2025-10-17
SKU00689,BATCH3866,3349,20.08,166.78,14,2025-05-13
SKU01120,BATCH5346,111,2.78,39.93,10,2025-07-05
SKU01017,BATCH6715,1178,34.47,34.17,14,2025-06-15
SKU00003,BATCH6426,4268,22.88,186.54,7,2025-02-02
SKU00953,BATCH7406,2883,45.25,63.71,21,2025-04-29
SKU01098,BATCH7836,4450,3.57,1246.5,10,2025-04-26
SKU00378,BATCH5526,1938,28.69,67.55,14,2025-08-16
SKU00899,BATCH6067,1272,35.75,35.58,14,2025-03-28
SKU01162,BATCH4122,2910,6.9,421.74,10,2025-01-30
SKU00203,BATCH1673,2360,30.46,77.48,21,2025-04-01
SKU01460,BATCH9520,1378,41.48,33.22,10,2025-06-07
SKU00361,BATCH6624,119,40.22,2.96,14,2025-01-21
SKU00667,BATCH3014,4483,17.34,258.54,14,2025-04-30
SKU00346,BATCH8101,915,29.04,31.51,14,2025-06-28
SKU01896,BATCH8455,3856,44.04,87.56,14,2025-03-13
SKU01336,BATCH6685,686,18.86,36.37,21,2025-06-30
SKU00841,BATCH5725,370,40.54,9.13,7,2025-02-05
SKU01433,BATCH2805,3155,2.75,1147.27,10,2025-01-04
SKU01000,BATCH1136,2187,15.74,138.95,14,2025-10-22
SKU00293,BATCH9174,4631,47.3,97.91,10,2025-09-03
SKU00031,BATCH3410,2792,16.55,168.7,10,2025-07-31
SKU01030,BATCH8640,3610,22.45,160.8,7,2025-09-18
SKU00817,BATCH3461,3687,37.62,98.01,10,2025-04-26
SKU00043,BATCH9571,62,8.68,7.14,7,2025-07-14
SKU00426,BATCH5747,3119,42.13,74.03,10,2025-01-17
SKU01911,BATCH3664,1302,4.91,265.17,7,2025-06-02
SKU01064,BATCH5974,1600,15.85,100.95,7,2025-06-24
SKU01018,BATCH8976,2065,42.37,48.74,10,2025-08-02
SKU01516,BATCH5722,1235,46.39,26.62,7,2025-06-22
SKU01080,BATCH2058,2003,4.76,420.8,14,2025-05-17
SKU00359,BATCH5828,1642,5.51,298.0,7,2025-08-15
SKU00435,BATCH1255,399,44.75,8.92,14,2025-09-22
SKU01220,BATCH8436,2885,26.93,107.13,10,2025-04-11
SKU01778,BATCH1670,4163,37.33,111.52,10,2025-03-20
SKU01315,BATCH4560,4297,15.23,282.14,10,2025-02-01
SKU01182,BATCH5636,2426,22.72,106.78,10,2025-09-30
SKU00520,BATCH3022,158,20.78,7.6,30,2025-08-18
SKU01354,BATCH1871,495,20.85,23.74,14,2025-01-05
SKU01081,BATCH9001,1125,33.18,33.91,10,2025-09-26
SKU00839,BATCH6010,2964,16.79,176.53,10,2025-03-23
SKU01191,BATCH1083,4837,11.47,421.71,21,2025-04-04
SKU00674,BATCH8050,1526,37.47,40.73,10,2025-04-01
SKU01317,BATCH6771,3061,29.02,105.48,7,2025-01-15
SKU00986,BATCH1010,2426,41.75,58.11,10,2025-08-28
SKU01293,BATCH1817,3025,18.2,166.21,7,2025-02-01
SKU01140,BATCH5119,4100,33.36,122.9,7,2025-06-21
SKU00269,BATCH3256,186,18.46,10.08,14,2025-02-26
SKU01356,BATCH6737,4926,0.96,5131.25,14,2025-02-28
SKU00128,BATCH5641,1549,28.79,53.8,14,2025-01-16
SKU01489,BATCH9224,3843,0.28,13725.0,14,2025-01-29
SKU00838,BATCH3540,3445,21.03,163.81,30,2025-06-25
SKU00093,BATCH2409,892,20.03,44.53,14,2025-07-14
SKU01911,BATCH5434,2521,21.64,116.5,7,2025-05-23
SKU01575,BATCH3337,638,45.23,14.11,10,2025-09-27
SKU00933,BATCH4223,432,47.48,9.1,7,2025-03-25
SKU00744,BATCH8078,35,11.04,3.17,30,2025-05-01
SKU00593,BATCH2322,2775,19.71,140.79,7,2025-10-10
SKU01639,BATCH5764,4952,31.0,159.74,14,2025-01-05
SKU01974,BATCH4585,3081,34.2,90.09,21,2025-07-16
SKU00916,BATCH1526,4526,45.63,99.19,21,2025-04-26
SKU01043,BATCH8752,4962,31.6,157.03,7,2025-03-29
SKU01665,BATCH6810,3222,41.27,78.07,10,2025-08-04
SKU00546,BATCH5075,369,35.72,10.33,10,2025-10-23
SKU01461,BATCH7328,844,46.44,18.17,21,2025-05-20
SKU00375,BATCH7923,1737,42.63,40.75,7,2025-09-13
SKU00237,BATCH7539,1964,39.64,49.55,14,2025-04-05
SKU01148,BATCH2607,2501,3.06,817.32,10,2025-03-29
SKU01169,BATCH5280,4800,4.05,1185.19,14,2025-01-27
SKU01086,BATCH5948,2730,22.82,119.63,7,2025-09-20
SKU01689,BATCH6091,3645,8.37,435.48,21,2025-02-01
SKU01389,BATCH3839,1291,21.91,58.92,7,2025-03-21
SKU01114,BATCH8140,2290,25.99,88.11,7,2025-06-11
SKU01369,BATCH6283,2489,37.71,66.0,10,2025-08-02
SKU00918,BATCH3280,2697,0.34,7932.35,10,2025-07-09
SKU01192,BATCH4268,987,45.24,21.82,21,2025-09-05
SKU01710,BATCH5096,2883,19.46,148.15,14,2025-04-24
SKU01055,BATCH3223,482,1.64,293.9,7,2025-08-29
SKU00195,BATCH7820,2690,46.11,58.34,14,2025-05-08
SKU01265,BATCH4268,4940,3.89,1269.92,14,2025-04-14
SKU01471,BATCH5932,829,2.2,376.82,14,2025-08-07
SKU01562,BATCH5997,1949,16.09,121.13,7,2025-09-08
SKU00513,BATCH2402,2904,30.84,94.16,21,2025-10-13
SKU01036,BATCH5871,2601,6.82,381.38,7,2025-02-14
SKU00878,BATCH8555,2210,28.86,76.58,7,2025-05-26
SKU01325,BATCH9942,3025,37.71,80.22,10,2025-07-26
SKU01786,BATCH4004,3632,49.83,72.89,7,2025-02-02
SKU01109,BATCH7159,2796,49.34,56.67,7,2025-09-05
SKU01750,BATCH8158,2623,34.08,76.97,14,2025-10-22
SKU01017,BATCH2573,1138,37.92,30.01,10,2025-09-23
SKU01644,BATCH3270,1390,22.61,61.48,7,2025-02-13
SKU00103,BATCH9627,2604,14.96,174.06,10,2025-07-05
SKU01724,BATCH8240,325,12.29,26.44,7,2025-10-03
SKU01758,BATCH6132,67,23.62,2.84,10,2025-03-18
SKU01222,BATCH9254,4335,15.91,272.47,7,2025-02-15
SKU01017,BATCH6858,4439,44.33,100.14,10,2025-07-14
SKU01038,BATCH8673,3091,27.23,113.51,7,2025-06-22
SKU00219,BATCH6803,379,6.17,61.43,14,2025-03-03
SKU01702,BATCH8006,2806,40.67,68.99,21,2025-05-22
SKU00305,BATCH8643,1118,7.98,140.1,14,2025-07-30
SKU01219,BATCH7889,4152,47.51,87.39,7,2025-01-27
SKU01535,BATCH7721,1195,21.8,54.82,30,2025-06-11
SKU00794,BATCH8557,413,18.84,21.92,21,2025-07-29
SKU00928,BATCH1453,4954,28.87,171.6,10,2025-10-10
SKU00208,BATCH1432,978,37.94,25.78,10,2025-08-20
SKU01028,BATCH7896,4496,17.28,260.19,14,2025-05-31
SKU00806,BATCH2448,2812,31.48,89.33,7,2025-04-13
SKU00082,BATCH3303,1204,26.75,45.01,7,2025-03-14
SKU01205,BATCH5954,2768,11.44,241.96,7,2025-06-20
SKU00304,BATCH4975,2655,18.29,145.16,10,2025-03-08
SKU01905,BATCH9391,3896,6.07,641.85,14,2025-09-10
SKU01461,BATCH7113,3511,43.18,81.31,10,2025-01-31
SKU01839,BATCH3085,4161,47.08,88.38,14,2025-08-17
SKU01537,BATCH9900,4546,17.38,261.57,14,2025-01-16
SKU00254,BATCH5806,1700,2.88,590.28,10,2025-09-26
SKU01415,BATCH1877,563,3.21,175.39,7,2025-07-31
SKU00374,BATCH7433,1991,34.75,57.29,21,2025-05-18
SKU01990,BATCH3063,599,11.25,53.24,10,2025-10-15
SKU01503,BATCH7601,1066,36.53,29.18,7,2025-08-10
SKU01349,BATCH1097,1776,45.59,38.96,10,2025-03-18
SKU00999,BATCH8582,1775,43.73,40.59,14,2025-04-07
SKU01843,BATCH9487,4550,47.46,95.87,7,2025-07-11
SKU01907,BATCH8540,4524,38.41,117.78,10,2025-09-05
SKU00510,BATCH1890,65,8.21,7.92,14,2025-04-07
SKU01559,BATCH2387,1334,8.65,154.22,7,2025-10-06
SKU00545,BATCH1896,4694,47.3,99.24,10,2025-05-01
SKU01820,BATCH5426,3381,15.17,222.87,14,2025-08-17
SKU00633,BATCH2753,1733,38.31,45.24,30,2025-09-10
SKU00843,BATCH6463,2348,35.6,65.96,7,2025-04-12
SKU01363,BATCH2595,2516,5.46,460.81,21,2025-03-06
SKU01334,BATCH5760,4953,15.65,316.49,10,2025-04-13
SKU01957,BATCH8888,2413,29.75,81.11,14,2025-07-25
SKU01916,BATCH6428,3719,3.77,986.47,10,2025-05-13
SKU01954,BATCH1997,557,10.14,54.93,10,2025-05-15
SKU00858,BATCH2989,639,7.13,89.62,7,2025-03-05
SKU00196,BATCH9369,3622,2.88,1257.64,7,2025-03-02
SKU00924,BATCH1868,590,22.05,26.76,10,2025-09-21
SKU00503,BATCH4359,2911,8.23,353.71,10,2025-06-22
SKU00844,BATCH9458,82,3.38,24.26,14,2025-03-14
SKU01196,BATCH3361,3205,10.5,305.24,10,2025-05-20
SKU00535,BATCH9115,1567,47.82,32.77,21,2025-06-20
SKU00692,BATCH3234,1693,42.62,39.72,7,2025-04-19
SKU00858,BATCH4662,2609,45.92,56.82,10,2025-03-30
SKU01510,BATCH3535,307,10.55,29.1,10,2025-01-12
SKU01441,BATCH5929,2197,24.11,91.12,14,2025-09-06
SKU00904,BATCH6093,3615,29.0,124.66,7,2025-09-05
SKU01653,BATCH1105,3523,28.36,124.22,7,2025-10-18
SKU01042,BATCH8945,935,28.79,32.48,7,2025-04-22
SKU01321,BATCH4288,3231,9.05,357.02,21,2025-01-05
SKU01759,BATCH2879,4816,34.68,138.87,21,2025-09-22
SKU00311,BATCH2100,809,15.4,52.53,10,2025-10-20
SKU01647,BATCH1000,3061,11.81,259.19,21,2025-05-30
